features,type,accuracy,freqs
514,HER2+,0.875,1
606,HR+,0.5714285714285714,1
606,TN,0.625,1
609,HER2+,0.6363636363636364,1
609,HR+,0.5714285714285714,1
609,TN,0.625,1
612,HER2+,0.6363636363636364,1
612,HR+,0.5714285714285714,1
612,TN,0.625,1
606,HER2+,0.6363636363636364,1
1739,HER2+,0.6363636363636364,1
1739,TN,0.625,1
2235,HR+,0.4444444444444444,1
2235,TN,0.2857142857142857,1
2354,HER2+,1.0,1
2354,HR+,0.4444444444444444,1
2354,TN,0.2857142857142857,1
2271,HER2+,1.0,1
2271,HR+,0.4444444444444444,1
1739,HR+,0.5714285714285714,1
2271,TN,0.2857142857142857,1
2093,TN,0.3333333333333333,1
2093,HER2+,1.0,1
2084,HR+,0.6153846153846154,1
2084,TN,0.3333333333333333,1
2353,HER2+,1.0,1
2353,HR+,0.4444444444444444,1
2353,TN,0.2857142857142857,1
2235,HER2+,1.0,1
1666,HER2+,0.9411764705882353,1
1419,TN,0.2857142857142857,1
2093,HR+,0.6153846153846154,1
1419,HR+,0.6,1
2085,HR+,0.6153846153846154,1
2085,TN,0.3333333333333333,1
1419,HER2+,0.9411764705882353,1
1660,TN,0.2857142857142857,1
1660,HR+,0.6,1
2090,HER2+,1.0,1
2090,HR+,0.6153846153846154,1
2090,TN,0.3333333333333333,1
2085,HER2+,1.0,1
2084,HER2+,1.0,1
597,HER2+,0.6363636363636364,1
597,TN,0.625,1
12,HR+,0.6363636363636364,1
12,TN,0.5,1
2253,HER2+,1.0,1
2253,HR+,0.6923076923076923,1
2253,TN,0.8,1
1660,HER2+,0.9411764705882353,1
1656,TN,0.2857142857142857,1
2267,HER2+,1.0,1
12,HER2+,0.9,1
2267,HR+,0.6923076923076923,1
1656,HR+,0.6,1
1656,HER2+,0.9411764705882353,1
1675,TN,0.2857142857142857,1
1116,HER2+,1.0,1
1116,HR+,0.5454545454545454,1
1116,TN,0.7142857142857143,1
1759,HER2+,1.0,1
1759,HR+,0.6923076923076923,1
2267,TN,0.8,1
597,HR+,0.5714285714285714,1
607,TN,0.625,1
607,HER2+,0.6363636363636364,1
2242,HER2+,1.0,1
849,TN,0.46153846153846156,1
