features,type,accuracy,freqs
726,TN,0.875,1
1005,HER2+,1.0,1
1005,HR+,0.5,1
1005,TN,0.2,1
1008,HER2+,1.0,1
1008,HR+,0.5,1
1008,TN,0.2,1
1971,HER2+,0.8,1
1971,HR+,0.5,1
1971,TN,0.42857142857142855,1
2066,HER2+,0.8,1
2066,HR+,0.5,1
2066,TN,0.42857142857142855,1
674,HER2+,0.8,1
674,HR+,0.5,1
674,TN,0.42857142857142855,1
672,HER2+,0.8,1
672,HR+,0.5,1
672,TN,0.42857142857142855,1
2049,HER2+,0.8,1
2049,HR+,0.5,1
2049,TN,0.42857142857142855,1
2056,HER2+,0.8,1
2056,HR+,0.5,1
2056,TN,0.42857142857142855,1
2721,HER2+,0.8,1
1061,TN,0.2,1
1061,HR+,0.5,1
1061,HER2+,1.0,1
1015,TN,0.2,1
1022,HER2+,1.0,1
1022,HR+,0.5,1
1022,TN,0.2,1
1065,HER2+,1.0,1
1065,HR+,0.5,1
1065,TN,0.2,1
1060,HER2+,1.0,1
1060,HR+,0.5,1
1060,TN,0.2,1
1062,HER2+,1.0,1
1062,HR+,0.5,1
1062,TN,0.2,1
2721,HR+,0.5,1
1016,HER2+,1.0,1
1016,TN,0.2,1
999,HER2+,1.0,1
999,HR+,0.5,1
999,TN,0.2,1
1006,HER2+,1.0,1
1006,HR+,0.5,1
1006,TN,0.2,1
1007,HER2+,1.0,1
1007,HR+,0.5,1
1007,TN,0.2,1
1015,HER2+,1.0,1
1015,HR+,0.5,1
1016,HR+,0.5,1
1025,TN,0.2,1
2721,TN,0.42857142857142855,1
2046,HR+,0.5,1
2735,TN,0.6,1
2734,HER2+,0.9,1
2040,HR+,0.375,1
2734,TN,0.6,1
2732,HER2+,0.9,1
2732,HR+,0.5,1
2732,TN,0.6,1
2724,HER2+,0.9,1
2724,HR+,0.5,1
2724,TN,0.6,1
2723,HER2+,0.9,1
2723,HR+,0.5,1
2723,TN,0.6,1
2662,HER2+,0.9,1
2662,HR+,0.5,1
2662,TN,0.6,1
1687,HER2+,0.9,1
1687,HR+,0.5,1
1687,TN,0.6,1
1668,HER2+,0.9,1
1668,HR+,0.5,1
1668,TN,0.6,1
1665,HER2+,0.9,1
1665,HR+,0.5,1
1665,TN,0.6,1
2735,HR+,0.5,1
2735,HER2+,0.9,1
2739,TN,0.6,1
2739,HR+,0.5,1
2046,TN,0.42857142857142855,1
2058,HER2+,0.8,1
2058,HR+,0.5,1
2058,TN,0.42857142857142855,1
1014,HER2+,0.8,1
1014,HR+,0.5,1
1014,TN,0.42857142857142855,1
2047,HER2+,0.8,1
2047,HR+,0.5,1
2047,TN,0.42857142857142855,1
1973,HER2+,0.8,1
1973,HR+,0.5,1
2046,HER2+,0.8,1
1973,TN,0.42857142857142855,1
1773,HR+,0.5,1
1773,TN,0.42857142857142855,1
2771,HER2+,0.8,1
2771,HR+,0.5,1
2771,TN,0.42857142857142855,1
2770,HER2+,0.8,1
2770,HR+,0.5,1
2770,TN,0.42857142857142855,1
226,HER2+,0.8,1
226,HR+,0.5,1
226,TN,0.42857142857142855,1
2739,HER2+,0.9,1
1773,HER2+,0.8,1
1654,HER2+,0.9,1
1025,HR+,0.5,1
1035,TN,0.2,1
2027,TN,0.6363636363636364,1
2032,HER2+,1.0,1
2032,HR+,0.375,1
2032,TN,0.6363636363636364,1
2017,HER2+,1.0,1
2017,HR+,0.375,1
2017,TN,0.6363636363636364,1
2022,HER2+,1.0,1
2022,HR+,0.375,1
2022,TN,0.6363636363636364,1
2023,HER2+,1.0,1
2023,HR+,0.375,1
2023,TN,0.6363636363636364,1
2026,HER2+,1.0,1
2026,HR+,0.375,1
2026,TN,0.6363636363636364,1
2019,HER2+,1.0,1
2019,HR+,0.375,1
2019,TN,0.6363636363636364,1
2024,HER2+,1.0,1
2024,HR+,0.375,1
2024,TN,0.6363636363636364,1
1134,HER2+,0.9166666666666666,1
1134,HR+,0.5,1
1134,TN,0.2,1
2027,HR+,0.375,1
2027,HER2+,1.0,1
2039,TN,0.6363636363636364,1
2039,HR+,0.375,1
2040,TN,0.6363636363636364,1
2012,HER2+,1.0,1
2012,HR+,0.375,1
2012,TN,0.6363636363636364,1
2034,HER2+,1.0,1
2034,HR+,0.375,1
2034,TN,0.6363636363636364,1
2029,HER2+,1.0,1
2029,HR+,0.375,1
2029,TN,0.6363636363636364,1
2016,HER2+,1.0,1
2016,HR+,0.375,1
2103,HER2+,0.9166666666666666,1
2016,TN,0.6363636363636364,1
2028,HR+,0.375,1
2028,TN,0.6363636363636364,1
1038,HER2+,1.0,1
1038,HR+,0.375,1
1038,TN,0.6363636363636364,1
2018,HER2+,1.0,1
2018,HR+,0.375,1
2018,TN,0.6363636363636364,1
2031,HER2+,1.0,1
2031,HR+,0.375,1
2031,TN,0.6363636363636364,1
2039,HER2+,1.0,1
2028,HER2+,1.0,1
1025,HER2+,1.0,1
2103,HR+,0.5,1
1188,HER2+,0.9166666666666666,1
1141,HR+,0.5,1
1141,TN,0.2,1
486,HER2+,0.9166666666666666,1
486,HR+,0.5,1
486,TN,0.2,1
1148,HER2+,0.9166666666666666,1
1148,HR+,0.5,1
1148,TN,0.2,1
1190,HER2+,0.9166666666666666,1
1190,HR+,0.5,1
1190,TN,0.2,1
2760,HER2+,0.9166666666666666,1
2760,HR+,0.5,1
2760,TN,0.2,1
1243,HER2+,0.9166666666666666,1
1243,HR+,0.5,1
1243,TN,0.2,1
1059,HER2+,1.0,1
1059,HR+,0.5,1
1059,TN,0.2,1
1063,HER2+,1.0,1
1063,HR+,0.5,1
1063,TN,0.2,1
1035,HER2+,1.0,1
1035,HR+,0.5,1
1141,HER2+,0.9166666666666666,1
2106,TN,0.2,1
2106,HR+,0.5,1
2106,HER2+,0.9166666666666666,1
1188,HR+,0.5,1
1188,TN,0.2,1
1189,HER2+,0.9166666666666666,1
1189,HR+,0.5,1
1189,TN,0.2,1
2113,HER2+,0.9166666666666666,1
2113,HR+,0.5,1
2113,TN,0.2,1
1149,HER2+,0.9166666666666666,1
1149,HR+,0.5,1
1149,TN,0.2,1
