features,type,accuracy,freqs
1874,HER2+,0.8333333333333334,1
2250,HR+,0.5333333333333333,1
2250,TN,1.0,1
838,HER2+,0.9285714285714286,1
838,HR+,0.5454545454545454,1
838,TN,0.25,1
412,HER2+,0.9,1
412,HR+,0.5333333333333333,1
2250,HER2+,1.0,1
412,TN,0.5,1
824,HR+,0.5333333333333333,1
824,TN,0.5,1
1746,TN,0.6,1
407,HER2+,0.9,1
407,HR+,0.5333333333333333,1
407,TN,0.5,1
2061,HER2+,0.9166666666666666,1
824,HER2+,0.9,1
1211,TN,0.75,1
1211,HR+,0.7272727272727273,1
1211,HER2+,0.9,1
2824,HR+,0.38461538461538464,1
2824,TN,0.7,1
2821,HER2+,0.9,1
2821,HR+,0.38461538461538464,1
2821,TN,0.7,1
2276,HER2+,1.0,1
2276,HR+,0.75,1
2276,TN,0.5454545454545454,1
2275,HER2+,1.0,1
2275,HR+,0.75,1
2275,TN,0.5454545454545454,1
1983,TN,0.46153846153846156,1
1983,HR+,0.8888888888888888,1
1983,HER2+,1.0,1
1756,TN,0.6,1
1756,HR+,0.7142857142857143,1
1756,HER2+,1.0,1
2061,HR+,0.5,1
2824,HER2+,0.9,1
2061,TN,0.5,1
1452,HR+,0.5882352941176471,1
2740,HR+,0.6363636363636364,1
2740,HER2+,0.8,1
2356,HER2+,1.0,1
2357,TN,0.8,1
2357,HR+,0.7142857142857143,1
2357,HER2+,1.0,1
2358,TN,0.8,1
2740,TN,0.5833333333333334,1
2358,HR+,0.7142857142857143,1
2363,TN,0.8,1
1420,HER2+,0.9090909090909091,1
1420,HR+,0.45454545454545453,1
1420,TN,0.36363636363636365,1
2363,HR+,0.7142857142857143,1
1365,HER2+,0.75,1
1365,HR+,0.5555555555555556,1
2358,HER2+,1.0,1
2356,HR+,0.7142857142857143,1
702,TN,0.4,1
702,HR+,0.5882352941176471,1
1452,TN,0.4,1
1746,HR+,0.7142857142857143,1
1746,HER2+,1.0,1
623,TN,1.0,1
1447,HER2+,1.0,1
1447,HR+,0.5882352941176471,1
1447,TN,0.4,1
623,HR+,0.6875,1
623,HER2+,1.0,1
2382,TN,0.875,1
2382,HR+,0.6428571428571429,1
2728,TN,0.5833333333333334,1
2728,HR+,0.6363636363636364,1
2728,HER2+,0.8,1
2382,HER2+,0.9166666666666666,1
2356,TN,0.8,1
702,HER2+,1.0,1
1452,HER2+,1.0,1
1365,TN,0.6923076923076923,1
2820,TN,0.7,1
2820,HER2+,0.9,1
2364,HER2+,1.0,1
2364,HR+,0.46153846153846156,1
2364,TN,0.75,1
2354,HER2+,1.0,1
2354,HR+,0.46153846153846156,1
2354,TN,0.75,1
2353,HER2+,1.0,1
2310,TN,0.75,1
1856,HER2+,0.8333333333333334,1
1384,HR+,0.3888888888888889,1
1384,HER2+,0.7272727272727273,1
1856,HR+,0.5,1
35,HR+,0.625,1
485,HER2+,0.8571428571428571,1
485,HR+,0.7142857142857143,1
485,TN,0.6,1
1384,TN,0.75,1
