features,type,accuracy,freqs
2377,HER2+,1.0,1
489,HER2+,0.9166666666666666,1
489,HR+,0.7777777777777778,1
489,TN,0.5833333333333334,1
392,HER2+,0.6363636363636364,1
2226,HER2+,1.0,1
2226,HR+,0.5,1
2226,TN,0.3333333333333333,1
2225,HER2+,1.0,1
2225,HR+,0.5,1
2225,TN,0.3333333333333333,1
1420,HER2+,1.0,1
1420,HR+,0.5,1
1420,TN,0.3333333333333333,1
597,TN,0.625,1
597,HR+,0.5714285714285714,1
2227,HER2+,1.0,1
2227,HR+,0.5,1
2227,TN,0.3333333333333333,1
597,HER2+,0.6363636363636364,1
725,TN,0.5833333333333334,1
725,HR+,0.7777777777777778,1
725,HER2+,0.9166666666666666,1
392,HR+,0.5714285714285714,1
390,HR+,0.5714285714285714,1
2289,HR+,0.6428571428571429,1
2289,TN,0.8,1
2281,HER2+,0.8888888888888888,1
2281,HR+,0.6428571428571429,1
2281,TN,0.8,1
2280,HER2+,0.8888888888888888,1
2280,HR+,0.6428571428571429,1
2280,TN,0.8,1
1739,TN,0.625,1
390,HER2+,0.6363636363636364,1
2122,HR+,0.7777777777777778,1
2122,TN,0.5833333333333334,1
388,TN,0.625,1
388,HR+,0.5714285714285714,1
388,HER2+,0.6363636363636364,1
391,TN,0.625,1
391,HR+,0.5714285714285714,1
391,HER2+,0.6363636363636364,1
392,TN,0.625,1
2122,HER2+,0.9166666666666666,1
390,TN,0.625,1
1739,HR+,0.5714285714285714,1
1964,HR+,1.0,1
2089,HR+,0.6153846153846154,1
2089,HER2+,1.0,1
2085,TN,0.3333333333333333,1
2085,HR+,0.6153846153846154,1
2085,HER2+,1.0,1
1450,HER2+,0.8571428571428571,1
1450,HR+,0.35294117647058826,1
1450,TN,0.6666666666666666,1
1449,HER2+,0.8571428571428571,1
1449,HR+,0.35294117647058826,1
1449,TN,0.6666666666666666,1
2084,TN,0.3333333333333333,1
2084,HR+,0.6153846153846154,1
2084,HER2+,1.0,1
2091,TN,0.3333333333333333,1
2091,HR+,0.6153846153846154,1
2405,HER2+,0.8571428571428571,1
2405,HR+,0.35294117647058826,1
2405,TN,0.6666666666666666,1
2089,TN,0.3333333333333333,1
2090,HER2+,1.0,1
2090,HR+,0.6153846153846154,1
2090,TN,0.3333333333333333,1
1964,TN,0.4666666666666667,1
1739,HER2+,0.6363636363636364,1
612,TN,0.625,1
612,HR+,0.5714285714285714,1
612,HER2+,0.6363636363636364,1
609,TN,0.625,1
609,HR+,0.5714285714285714,1
609,HER2+,0.6363636363636364,1
606,TN,0.625,1
1964,HER2+,0.8,1
606,HR+,0.5714285714285714,1
2425,HR+,0.35294117647058826,1
2425,TN,0.6666666666666666,1
1451,HER2+,0.8571428571428571,1
1451,HR+,0.35294117647058826,1
1451,TN,0.6666666666666666,1
606,HER2+,0.6363636363636364,1
2093,TN,0.3333333333333333,1
2093,HR+,0.6153846153846154,1
2093,HER2+,1.0,1
2425,HER2+,0.8571428571428571,1
2091,HER2+,1.0,1
607,HER2+,0.6363636363636364,1
607,TN,0.625,1
1894,HR+,0.7058823529411765,1
1894,HER2+,1.0,1
1750,TN,0.8,1
1750,HR+,0.6923076923076923,1
1852,HER2+,0.875,1
1852,HR+,0.7272727272727273,1
1852,TN,0.5,1
1356,HER2+,0.875,1
1356,HR+,0.7272727272727273,1
1356,TN,0.5,1
1358,HER2+,0.875,1
1358,HR+,0.7272727272727273,1
1358,TN,0.5,1
1853,HER2+,0.875,1
1853,HR+,0.7272727272727273,1
1853,TN,0.5,1
1750,HER2+,1.0,1
1749,TN,0.8,1
1749,HR+,0.6923076923076923,1
1894,TN,0.6666666666666666,1
1896,HER2+,1.0,1
1344,TN,0.5,1
1344,HR+,0.7272727272727273,1
2447,HR+,0.7777777777777778,1
2447,TN,0.7692307692307693,1
1212,HER2+,1.0,1
1212,HR+,0.7777777777777778,1
1212,TN,0.7692307692307693,1
1213,HER2+,1.0,1
1213,HR+,0.7777777777777778,1
1213,TN,0.7692307692307693,1
1896,TN,0.6666666666666666,1
1749,HER2+,1.0,1
1896,HR+,0.7058823529411765,1
177,HR+,0.5384615384615384,1
177,TN,0.5454545454545454,1
1350,HER2+,0.875,1
1350,HR+,0.7272727272727273,1
1350,TN,0.5,1
1854,HER2+,0.875,1
1854,HR+,0.7272727272727273,1
1854,TN,0.5,1
1344,HER2+,0.875,1
177,HER2+,1.0,1
607,HR+,0.5714285714285714,1
1770,TN,0.8,1
1843,HER2+,0.875,1
1759,TN,0.8,1
1759,HR+,0.6923076923076923,1
2355,HER2+,0.9,1
2355,HR+,0.6,1
2355,TN,0.25,1
1759,HER2+,1.0,1
1751,TN,0.8,1
1751,HR+,0.6923076923076923,1
1751,HER2+,1.0,1
2267,TN,0.8,1
2267,HR+,0.6923076923076923,1
2267,HER2+,1.0,1
2253,TN,0.8,1
2253,HR+,0.6923076923076923,1
2278,HER2+,0.8888888888888888,1
2278,HR+,0.6428571428571429,1
2278,TN,0.8,1
2289,HER2+,0.8888888888888888,1
2253,HER2+,1.0,1
1758,HER2+,1.0,1
1758,HR+,0.6923076923076923,1
1758,TN,0.8,1
1754,HER2+,1.0,1
1843,HR+,0.7272727272727273,1
2098,HR+,0.5,1
1359,HER2+,0.875,1
1359,HR+,0.7272727272727273,1
1359,TN,0.5,1
1357,HER2+,0.875,1
1770,HER2+,1.0,1
1755,TN,0.8,1
1755,HR+,0.6923076923076923,1
1770,HR+,0.6923076923076923,1
1357,HR+,0.7272727272727273,1
2357,HER2+,0.9,1
2357,HR+,0.6,1
2357,TN,0.25,1
1755,HER2+,1.0,1
1754,TN,0.8,1
1754,HR+,0.6923076923076923,1
2358,HER2+,0.9,1
2358,HR+,0.6,1
2358,TN,0.25,1
1357,TN,0.5,1
2447,HER2+,1.0,1
2744,HER2+,1.0,1
2744,TN,0.375,1
856,HR+,0.8333333333333334,1
856,TN,0.46153846153846156,1
857,HER2+,0.875,1
857,HR+,0.8333333333333334,1
857,TN,0.46153846153846156,1
2062,HER2+,1.0,1
2062,HR+,0.4,1
2062,TN,0.75,1
2414,TN,0.6,1
2414,HR+,0.7142857142857143,1
515,HER2+,1.0,1
515,HR+,0.4,1
515,TN,0.75,1
2414,HER2+,0.9166666666666666,1
2409,TN,0.6,1
2409,HR+,0.7142857142857143,1
2409,HER2+,0.9166666666666666,1
2005,TN,0.7,1
2005,HR+,0.8333333333333334,1
856,HER2+,0.875,1
71,HER2+,0.75,1
71,HR+,0.4,1
71,TN,0.5714285714285714,1
2715,HR+,0.7272727272727273,1
2715,TN,0.6363636363636364,1
807,TN,0.6153846153846154,1
807,HR+,0.7,1
807,HER2+,1.0,1
496,TN,0.5714285714285714,1
496,HR+,0.4,1
496,HER2+,0.75,1
158,TN,0.5714285714285714,1
2061,HER2+,1.0,1
158,HR+,0.4,1
507,TN,0.5714285714285714,1
507,HR+,0.4,1
507,HER2+,0.75,1
72,TN,0.5714285714285714,1
72,HR+,0.4,1
858,HER2+,0.875,1
858,HR+,0.8333333333333334,1
858,TN,0.46153846153846156,1
72,HER2+,0.75,1
158,HER2+,0.75,1
2715,HER2+,0.9090909090909091,1
2005,HER2+,1.0,1
867,HR+,0.7692307692307693,1
2724,HER2+,0.7777777777777778,1
2724,HR+,0.5833333333333334,1
2724,TN,0.5384615384615384,1
227,TN,0.7,1
227,HR+,0.8333333333333334,1
227,HER2+,1.0,1
225,TN,0.7,1
225,HR+,0.8333333333333334,1
225,HER2+,1.0,1
1482,TN,0.7,1
1482,HR+,0.8333333333333334,1
1482,HER2+,1.0,1
1483,TN,0.7,1
1483,HR+,0.8333333333333334,1
1483,HER2+,1.0,1
1484,TN,0.7,1
1484,HR+,0.8333333333333334,1
1484,HER2+,1.0,1
2098,TN,0.8571428571428571,1
242,TN,0.5384615384615384,1
242,HR+,0.5833333333333334,1
242,HER2+,0.7777777777777778,1
852,TN,0.5555555555555556,1
867,TN,0.5555555555555556,1
865,HER2+,0.9090909090909091,1
865,HR+,0.7692307692307693,1
2061,HR+,0.4,1
2061,TN,0.75,1
865,TN,0.5555555555555556,1
853,HER2+,0.9090909090909091,1
853,HR+,0.7692307692307693,1
2812,HER2+,1.0,1
867,HER2+,0.9090909090909091,1
853,TN,0.5555555555555556,1
862,HR+,0.7692307692307693,1
862,TN,0.5555555555555556,1
866,HER2+,0.9090909090909091,1
866,HR+,0.7692307692307693,1
866,TN,0.5555555555555556,1
852,HER2+,0.9090909090909091,1
852,HR+,0.7692307692307693,1
2812,HR+,0.5625,1
2812,TN,0.6666666666666666,1
862,HER2+,0.9090909090909091,1
2744,HR+,1.0,1
824,TN,0.46153846153846156,1
468,HER2+,0.7777777777777778,1
1419,HR+,0.6,1
1419,TN,0.2857142857142857,1
1666,HER2+,0.9411764705882353,1
1666,HR+,0.6,1
1666,TN,0.2857142857142857,1
1667,HER2+,0.9411764705882353,1
1667,HR+,0.6,1
1667,TN,0.2857142857142857,1
1668,HER2+,0.9411764705882353,1
1668,HR+,0.6,1
1668,TN,0.2857142857142857,1
2756,HER2+,0.9285714285714286,1
