features,type,accuracy,freqs
1210,TN,0.8333333333333334,1
2201,HR+,0.4,1
2121,TN,0.8571428571428571,1
2121,HR+,0.4,1
2111,TN,0.8571428571428571,1
2111,HR+,0.4,1
118,TN,0.5454545454545454,1
118,HR+,0.6,1
2209,TN,0.45454545454545453,1
2209,HR+,0.5384615384615384,1
2210,TN,0.45454545454545453,1
2201,TN,0.8571428571428571,1
2210,HR+,0.5384615384615384,1
1408,HR+,0.9166666666666666,1
1405,TN,0.2222222222222222,1
1405,HR+,0.9166666666666666,1
1410,TN,0.2222222222222222,1
1410,HR+,0.9166666666666666,1
208,TN,0.2222222222222222,1
208,HR+,0.9166666666666666,1
603,TN,0.4166666666666667,1
603,HR+,0.9166666666666666,1
610,TN,0.5833333333333334,1
1408,TN,0.2222222222222222,1
610,HR+,0.6153846153846154,1
270,HR+,0.8181818181818182,1
2481,HR+,0.8181818181818182,1
511,HR+,0.6,1
510,TN,0.6153846153846154,1
510,HR+,0.6,1
517,TN,0.6153846153846154,1
517,HR+,0.6,1
516,TN,0.6153846153846154,1
516,HR+,0.6,1
508,TN,0.6153846153846154,1
508,HR+,0.6,1
509,TN,0.6153846153846154,1
270,TN,0.5454545454545454,1
509,HR+,0.6,1
515,HR+,0.6,1
512,TN,0.6153846153846154,1
512,HR+,0.6,1
169,TN,0.6153846153846154,1
169,HR+,0.6,1
501,TN,0.6153846153846154,1
501,HR+,0.6,1
1046,TN,0.5555555555555556,1
1046,HR+,0.4666666666666667,1
2481,TN,0.5454545454545454,1
515,TN,0.6153846153846154,1
2380,TN,0.7272727272727273,1
2380,HR+,0.6363636363636364,1
2379,TN,0.7272727272727273,1
1055,TN,0.4166666666666667,1
1055,HR+,1.0,1
1056,TN,0.4166666666666667,1
1056,HR+,1.0,1
1073,TN,0.4166666666666667,1
1073,HR+,1.0,1
1074,TN,0.4166666666666667,1
1074,HR+,1.0,1
1086,TN,0.4166666666666667,1
1086,HR+,1.0,1
1072,HR+,1.0,1
2264,TN,0.4444444444444444,1
2263,TN,0.4444444444444444,1
2263,HR+,0.5833333333333334,1
2265,TN,0.4444444444444444,1
2265,HR+,0.5833333333333334,1
399,TN,0.5,1
399,HR+,0.5714285714285714,1
411,TN,0.5,1
411,HR+,0.5714285714285714,1
386,TN,0.5,1
386,HR+,0.5714285714285714,1
2264,HR+,0.5833333333333334,1
1072,TN,0.4166666666666667,1
1054,HR+,1.0,1
1054,TN,0.4166666666666667,1
2379,HR+,0.6363636363636364,1
1181,TN,0.2727272727272727,1
1181,HR+,0.5,1
1184,TN,0.2727272727272727,1
1184,HR+,0.5,1
1185,TN,0.2727272727272727,1
1185,HR+,0.5,1
1180,TN,0.2727272727272727,1
1180,HR+,0.5,1
1182,TN,0.2727272727272727,1
1182,HR+,0.5,1
836,TN,0.7857142857142857,1
836,HR+,0.46153846153846156,1
831,TN,0.7857142857142857,1
831,HR+,0.46153846153846156,1
832,TN,0.7857142857142857,1
832,HR+,0.46153846153846156,1
833,TN,0.7857142857142857,1
833,HR+,0.46153846153846156,1
867,TN,0.7857142857142857,1
867,HR+,0.46153846153846156,1
2515,TN,0.6363636363636364,1
2515,HR+,0.5833333333333334,1
511,TN,0.6153846153846154,1
402,TN,0.5,1
167,HR+,0.6,1
2407,HR+,0.6,1
1121,TN,0.4444444444444444,1
1121,HR+,0.6153846153846154,1
1120,TN,0.4444444444444444,1
1120,HR+,0.6153846153846154,1
2126,TN,0.25,1
2126,HR+,0.8,1
2125,TN,0.25,1
2125,HR+,0.8,1
683,TN,0.45454545454545453,1
683,HR+,0.8888888888888888,1
1122,HR+,0.6153846153846154,1
680,TN,0.45454545454545453,1
665,TN,0.45454545454545453,1
665,HR+,0.8888888888888888,1
682,TN,0.45454545454545453,1
682,HR+,0.8888888888888888,1
416,TN,0.8333333333333334,1
416,HR+,0.9285714285714286,1
1963,TN,0.5555555555555556,1
1210,HR+,0.9285714285714286,1
1899,TN,0.8333333333333334,1
1899,HR+,0.9285714285714286,1
680,HR+,0.8888888888888888,1
492,TN,0.2857142857142857,1
1122,TN,0.4444444444444444,1
38,TN,0.8571428571428571,1
2431,TN,0.45454545454545453,1
2431,HR+,0.8181818181818182,1
2439,TN,0.45454545454545453,1
2439,HR+,0.8181818181818182,1
2440,TN,0.45454545454545453,1
2440,HR+,0.8181818181818182,1
1170,TN,0.5,1
1170,HR+,0.42857142857142855,1
622,TN,0.5,1
622,HR+,0.42857142857142855,1
38,HR+,0.7142857142857143,1
939,TN,0.36363636363636365,1
1052,TN,0.36363636363636365,1
1052,HR+,0.6363636363636364,1
2008,TN,0.8571428571428571,1
2008,HR+,0.7142857142857143,1
2128,TN,0.8571428571428571,1
2128,HR+,0.7142857142857143,1
2129,TN,0.8571428571428571,1
2129,HR+,0.7142857142857143,1
2007,TN,0.8571428571428571,1
2007,HR+,0.7142857142857143,1
939,HR+,0.6363636363636364,1
492,HR+,0.7,1
1045,TN,0.2857142857142857,1
1045,HR+,0.7,1
2176,HR+,0.5,1
2177,TN,0.4444444444444444,1
2177,HR+,0.5,1
2166,TN,0.4444444444444444,1
2166,HR+,0.5,1
2167,TN,0.4444444444444444,1
2167,HR+,0.5,1
1979,TN,0.6666666666666666,1
1979,HR+,0.5,1
1040,TN,0.6,1
2176,TN,0.4444444444444444,1
1040,HR+,0.7272727272727273,1
2211,HR+,0.7272727272727273,1
998,TN,0.7,1
998,HR+,0.6875,1
2723,TN,0.7,1
2723,HR+,0.6875,1
2404,TN,0.6153846153846154,1
2404,HR+,0.6,1
2408,TN,0.6153846153846154,1
2408,HR+,0.6,1
2407,TN,0.6153846153846154,1
2211,TN,0.6,1
2720,HR+,0.7,1
2720,TN,0.8,1
1855,HR+,0.5,1
493,TN,0.2857142857142857,1
493,HR+,0.7,1
491,TN,0.2857142857142857,1
491,HR+,0.7,1
1743,TN,0.38461538461538464,1
1743,HR+,0.5,1
1742,TN,0.38461538461538464,1
1742,HR+,0.5,1
1744,TN,0.38461538461538464,1
1744,HR+,0.5,1
1748,TN,0.38461538461538464,1
1748,HR+,0.5,1
1749,TN,0.38461538461538464,1
1749,HR+,0.5,1
1741,TN,0.38461538461538464,1
1741,HR+,0.5,1
1745,TN,0.38461538461538464,1
1745,HR+,0.5,1
1740,TN,0.38461538461538464,1
1740,HR+,0.5,1
1854,TN,0.38461538461538464,1
1854,HR+,0.5,1
1855,TN,0.38461538461538464,1
167,TN,0.6153846153846154,1
2433,HR+,0.8181818181818182,1
402,HR+,0.5714285714285714,1
405,HR+,0.5714285714285714,1
1886,HR+,0.5714285714285714,1
506,TN,0.5,1
506,HR+,0.5833333333333334,1
1423,TN,0.5833333333333334,1
1423,HR+,0.75,1
16,TN,0.25,1
16,HR+,0.6923076923076923,1
2748,TN,0.8333333333333334,1
2748,HR+,0.7333333333333333,1
2752,TN,0.8333333333333334,1
1886,TN,0.625,1
2752,HR+,0.7333333333333333,1
2259,HR+,0.7,1
2244,TN,0.3333333333333333,1
2244,HR+,0.7,1
854,TN,0.8,1
854,HR+,0.35714285714285715,1
1978,TN,0.8,1
1978,HR+,0.35714285714285715,1
852,TN,0.8,1
852,HR+,0.35714285714285715,1
855,TN,0.8,1
2259,TN,0.3333333333333333,1
855,HR+,0.35714285714285715,1
2197,HR+,0.5714285714285714,1
2204,HR+,0.5714285714285714,1
2025,HR+,0.5333333333333333,1
1977,TN,0.375,1
1977,HR+,0.5333333333333333,1
2415,TN,0.3333333333333333,1
2415,HR+,0.4,1
2412,TN,0.3333333333333333,1
2412,HR+,0.4,1
2414,TN,0.3333333333333333,1
2414,HR+,0.4,1
2413,TN,0.3333333333333333,1
2197,TN,0.625,1
2413,HR+,0.4,1
2765,HR+,0.4,1
2421,TN,0.3333333333333333,1
2421,HR+,0.4,1
2081,TN,0.625,1
2081,HR+,0.5714285714285714,1
2205,TN,0.625,1
2205,HR+,0.5714285714285714,1
2082,TN,0.625,1
2082,HR+,0.5714285714285714,1
2204,TN,0.625,1
2765,TN,0.3333333333333333,1
853,TN,0.8,1
853,HR+,0.35714285714285715,1
1150,TN,0.3076923076923077,1
75,TN,0.5454545454545454,1
75,HR+,0.7,1
615,TN,0.5454545454545454,1
615,HR+,0.7,1
693,TN,0.5454545454545454,1
693,HR+,0.7,1
1445,TN,0.5454545454545454,1
1445,HR+,0.7,1
692,TN,0.5454545454545454,1
692,HR+,0.7,1
546,HR+,0.4166666666666667,1
616,TN,0.5454545454545454,1
700,TN,0.5454545454545454,1
700,HR+,0.7,1
2120,TN,0.4444444444444444,1
2120,HR+,0.4,1
2119,TN,0.4444444444444444,1
2119,HR+,0.4,1
2065,TN,0.4444444444444444,1
2065,HR+,0.4,1
1870,TN,0.5555555555555556,1
1870,HR+,0.4375,1
616,HR+,0.7,1
546,TN,0.6666666666666666,1
223,HR+,0.4166666666666667,1
223,TN,0.6666666666666666,1
1150,HR+,0.7142857142857143,1
1127,TN,0.3076923076923077,1
1127,HR+,0.7142857142857143,1
1130,TN,0.3076923076923077,1
1130,HR+,0.7142857142857143,1
2043,TN,0.3333333333333333,1
2043,HR+,0.6923076923076923,1
2098,TN,0.3333333333333333,1
2098,HR+,0.6923076923076923,1
2424,TN,0.5,1
2424,HR+,0.5,1
864,TN,0.5,1
864,HR+,0.5,1
227,TN,0.6666666666666666,1
227,HR+,0.5454545454545454,1
2385,TN,0.5,1
2385,HR+,0.75,1
183,TN,0.6666666666666666,1
183,HR+,0.4166666666666667,1
219,TN,0.6666666666666666,1
219,HR+,0.4166666666666667,1
1996,TN,0.6666666666666666,1
1996,HR+,0.4166666666666667,1
2025,TN,0.375,1
405,TN,0.5,1
2722,HR+,0.5333333333333333,1
815,HR+,0.36363636363636365,1
1280,TN,0.23076923076923078,1
1280,HR+,0.8,1
1688,TN,0.23076923076923078,1
1688,HR+,0.8,1
1281,TN,0.23076923076923078,1
1281,HR+,0.8,1
1686,TN,0.23076923076923078,1
1686,HR+,0.8,1
1365,TN,0.23076923076923078,1
1365,HR+,0.8,1
1176,HR+,0.6428571428571429,1
1687,TN,0.23076923076923078,1
1424,TN,0.23076923076923078,1
1424,HR+,0.8,1
1689,TN,0.23076923076923078,1
1689,HR+,0.8,1
1678,TN,0.23076923076923078,1
1678,HR+,0.8,1
1690,TN,0.23076923076923078,1
1690,HR+,0.8,1
236,TN,0.8,1
236,HR+,0.6363636363636364,1
1687,HR+,0.8,1
243,TN,0.8,1
1176,TN,0.4444444444444444,1
1124,TN,0.36363636363636365,1
408,TN,0.5,1
408,HR+,0.5714285714285714,1
404,TN,0.5,1
404,HR+,0.5714285714285714,1
419,TN,0.5,1
419,HR+,0.5714285714285714,1
394,TN,0.5,1
394,HR+,0.5714285714285714,1
384,TN,0.5,1
384,HR+,0.5714285714285714,1
1124,HR+,0.7272727272727273,1
383,TN,0.5,1
393,TN,0.5,1
393,HR+,0.5714285714285714,1
410,TN,0.5,1
410,HR+,0.5714285714285714,1
1965,TN,0.5333333333333333,1
1965,HR+,0.6,1
1957,TN,0.5333333333333333,1
1957,HR+,0.6,1
12,TN,0.5333333333333333,1
12,HR+,0.6,1
383,HR+,0.5714285714285714,1
243,HR+,0.6363636363636364,1
741,TN,0.25,1
741,HR+,0.8571428571428571,1
776,HR+,0.8571428571428571,1
842,TN,0.25,1
842,HR+,0.8571428571428571,1
856,TN,0.25,1
856,HR+,0.8571428571428571,1
857,TN,0.25,1
857,HR+,0.8571428571428571,1
1265,TN,0.25,1
1265,HR+,0.8571428571428571,1
1102,TN,0.5555555555555556,1
776,TN,0.25,1
1102,HR+,0.46153846153846156,1
1103,HR+,0.46153846153846156,1
1018,TN,0.5555555555555556,1
1018,HR+,0.46153846153846156,1
1020,TN,0.5555555555555556,1
1020,HR+,0.46153846153846156,1
1105,TN,0.5555555555555556,1
1105,HR+,0.46153846153846156,1
1106,TN,0.5555555555555556,1
1106,HR+,0.46153846153846156,1
815,TN,0.6363636363636364,1
1103,TN,0.5555555555555556,1
839,HR+,0.8571428571428571,1
839,TN,0.25,1
751,HR+,0.8571428571428571,1
747,TN,0.25,1
747,HR+,0.8571428571428571,1
737,TN,0.25,1
737,HR+,0.8571428571428571,1
738,TN,0.25,1
738,HR+,0.8571428571428571,1
742,TN,0.25,1
742,HR+,0.8571428571428571,1
729,TN,0.25,1
729,HR+,0.8571428571428571,1
732,TN,0.25,1
732,HR+,0.8571428571428571,1
733,TN,0.25,1
733,HR+,0.8571428571428571,1
728,TN,0.25,1
728,HR+,0.8571428571428571,1
828,TN,0.25,1
828,HR+,0.8571428571428571,1
1360,TN,0.25,1
1360,HR+,0.8571428571428571,1
840,TN,0.25,1
840,HR+,0.8571428571428571,1
751,TN,0.25,1
2722,TN,0.375,1
2433,TN,0.45454545454545453,1
1963,HR+,0.4375,1
2434,TN,0.45454545454545453,1
2186,HR+,0.6666666666666666,1
2148,TN,0.4,1
2148,HR+,0.6666666666666666,1
1775,TN,0.6666666666666666,1
1775,HR+,0.5555555555555556,1
1776,TN,0.6666666666666666,1
1776,HR+,0.5555555555555556,1
2434,HR+,0.8181818181818182,1
2133,HR+,0.5714285714285714,1
2133,TN,0.5,1
2149,TN,0.4,1
2149,HR+,0.6666666666666666,1
1885,TN,0.6666666666666666,1
2400,TN,0.5,1
1885,HR+,0.5555555555555556,1
2186,TN,0.4,1
2192,TN,0.7272727272727273,1
2400,HR+,0.5384615384615384,1
71,TN,0.35714285714285715,1
72,HR+,0.8571428571428571,1
914,TN,0.35714285714285715,1
914,HR+,0.8571428571428571,1
72,TN,0.35714285714285715,1
71,HR+,0.8571428571428571,1
